ICD_CODE	ICD_NAME	IS_CURRENT_ICD	IP_USAGE	SNOMED_CID	SNOMED_FSN
79.38	Open reduction of fracture of phalanges of foot with internal fixation	1	0.000683	62348008	Open reduction of fracture of phalanges of foot with internal fixation (procedure)
97.63	Removal of cystostomy tube	1	0.000683	75325006	Removal of cystostomy tube (procedure)
03.01	Removal of foreign body from spinal canal	1	0.000675	56223007	Removal of foreign body from spinal canal (procedure)
96.01	Insertion of nasopharyngeal airway	1	0.000671	182692007	Nasopharyngeal airway insertion (procedure)
11.51	Suture of corneal laceration	1	0.000671	66960000	Suture of corneal laceration (procedure)
14.27	Destruction of chorioretinal lesion by implantation of radiation source	1	0.000662	64522003	Destruction of chorioretinal lesion by implantation of radiation source (procedure)
16.92	Excision of lesion of orbit	1	0.000662	73582005	Excision of lesion of orbit (procedure)
98.11	Removal of intraluminal foreign body from ear without incision	1	0.000662	9655003	Removal of foreign body from external auditory canal (procedure)
58.1	Urethral meatotomy	1	0.000654	30391000	Meatotomy of urethra (procedure)
45.63	Total removal of small intestine	1	0.000654	90856004	Total excision of small intestine (procedure)
12.81	Suture of laceration of sclera	1	0.000646	75318004	Suture of laceration of sclera (procedure)
19.4	Myringoplasty	1	0.000642	396490007	Myringoplasty (procedure)
41.32	Closed [aspiration] [percutaneous] biopsy of spleen	1	0.000642	42361003	Fine needle aspiration biopsy of spleen (procedure)
69.91	Insertion of therapeutic device into uterus	1	0.000642	9727007	Insertion of therapeutic device into uterus (procedure)
87.43	X-ray of ribs, sternum, and clavicle	1	0.000638	33202000	Radiologic examination of ribs, sternum AND clavicle (procedure)
84.07	Amputation through humerus	1	0.000634	180011006	Above elbow amputation (procedure)
46.02	Resection of exteriorized segment of small intestine	1	0.000634	61524001	Resection of exteriorized segment of small intestine (procedure)
45.00	Incision of intestine, not otherwise specified	1	0.000634	69191006	Incision of intestine (procedure)
16.91	Retrobulbar injection of therapeutic agent	1	0.000629	121005	Retrobulbar injection of therapeutic agent (procedure)
85.82	Split-thickness graft to breast	1	0.000629	59868007	Mammoplasty with split thickness graft of skin (procedure)
53.10	Bilateral repair of inguinal hernia, not otherwise specified	1	0.000625	177866001	Bilateral inguinal hernia repair (procedure)
75.37	Amnioinfusion	1	0.000625	236956008	Amnioinfusion (procedure)
79.56	Open reduction of separated epiphysis of tibia and fibula	1	0.000621	57278009	Open reduction of separated epiphysis of tibia and fibula (procedure)
50.21	Marsupialization of lesion of liver	1	0.000617	174432007	Marsupialization of liver lesion (procedure)
80.72	Synovectomy of elbow	1	0.000613	122508002	Excision of elbow joint synovium (procedure)
51.71	Simple suture of common bile duct	1	0.000613	331865000	Suture of common bile duct (procedure)
59.6	Paraurethral suspension	1	0.000613	7891004	Periurethral suspension (procedure)
62.5	Orchiopexy	1	0.000613	85419002	Orchidopexy (procedure)
49.51	Left lateral anal sphincterotomy	1	0.000609	30043008	Left lateral anal sphincterotomy (procedure)
79.88	Open reduction of dislocation of foot and toe	1	0.000609	56810007	Open reduction of dislocation of foot and toe (procedure)
44.65	Esophagogastroplasty	1	0.000609	73554003	Cardioplasty of stomach and esophagus (procedure)
20.41	Simple mastoidectomy	1	0.000605	172649009	Simple mastoidectomy (procedure)
89.17	Polysomnogram	1	0.000605	60554003	Polysomnography (procedure)
77.78	Excision of tarsals and metatarsals for graft	1	0.000601	780903008	Harvest of bone graft from tarsal bone and metatarsal bone (procedure)
93.02	Orthotic evaluation	1	0.000601	9044004	Physical medicine evaluation and review for orthotic program (regime/therapy)
38.22	Percutaneous angioscopy	1	0.000597	28903008	Percutaneous angioscopy (procedure)
84.46	Fitting of prosthesis below knee	1	0.000597	46786008	Fitting of prosthesis or prosthetic device of leg below knee (procedure)
57.88	Cystocolic anastomosis	1	0.000592	386651004	Cystocolostomy (procedure)
66.62	Salpingectomy with removal of tubal pregnancy	1	0.000592	445912000	Excision of fallopian tube and surgical removal of ectopic pregnancy (procedure)
03.8	Injection of destructive agent into spinal canal	1	0.000588	53414004	Spinal injection of destructive agent (procedure)
02.32	Ventricular shunt to circulatory system	1	0.000588	82762009	Ventricular shunt to circulatory system (procedure)
07.61	Partial excision of pituitary gland, transfrontal approach	1	0.000584	86146009	Partial excision of pituitary gland by transfrontal approach (procedure)
80.78	Synovectomy of foot and toe	1	0.000576	359910009	Synovectomy of foot AND/OR toe (procedure)
93.65	Osteopathic manipulative treatment using indirect forces	1	0.000576	65361000	Osteopathic manipulative treatment using indirect method (procedure)
96.46	Irrigation of ureterostomy and ureteral catheter	1	0.000572	51666006	Irrigation of ureterostomy and ureteral catheter (procedure)
94.53	Referral for alcoholism rehabilitation	1	0.000572	38670004	Referral to alcoholism rehabilitation service (procedure)
83.62	Delayed suture of tendon	1	0.000568	12492009	Delayed suture of tendon (procedure)
41.01	Autologous bone marrow transplant without purging	1	0.000564	19944001	Autologous bone marrow transplant without purging (procedure)
92.01	Thyroid scan and radioisotope function studies	1	0.00056	385443001	Radionuclide imaging of thyroid (procedure)
61.91	Aspiration of hydrocele of tunica vaginalis	1	0.00056	8621008	Aspiration of hydrocele of tunica vaginalis (procedure)
27.23	Biopsy of lip	1	0.000555	11570006	Biopsy of lip (procedure)
27.22	Biopsy of uvula and soft palate	1	0.000555	47298009	Biopsy of uvula and soft palate (procedure)
06.94	Thyroid tissue reimplantation	1	0.000551	112891005	Autotransplantation of thyroid tissue (procedure)
75.62	Repair of current obstetric laceration of rectum and sphincter ani	1	0.000551	359946000	Repair of current obstetric laceration of rectum and sphincter ani (procedure)
33.34	Thoracoplasty	1	0.000539	387640008	Thoracoplasty procedure (procedure)
14.54	Repair of retinal detachment with laser photocoagulation	1	0.000539	85231002	Repair of retinal detachment by laser photocoagulation (procedure)
66.61	Excision or destruction of lesion of fallopian tube	1	0.000535	44793005	Excision of lesion of fallopian tube (procedure)
48.26	Biopsy of perirectal tissue	1	0.000535	708616005	Biopsy of perirectal tissue (procedure)
67.11	Endocervical biopsy	1	0.000531	10977006	Endocervical biopsy (procedure)
32.50	Thoracoscopic pneumonectomy	1	0.000531	25321000	Thoracoscopic pneumonectomy (procedure)
49.43	Cauterization of hemorrhoids	1	0.000531	397202000	Cauterization of hemorrhoids (procedure)
38.36	Resection of abdominal arteries with anastomosis	1	0.000527	17339009	Arteriectomy with anastomosis of abdominal artery (procedure)
55.52	Nephrectomy of remaining kidney	1	0.000527	290691008	Nephrectomy of remaining kidney (procedure)
42.54	Anastomosis of esophagus to intestinal segment NOS	1	0.000527	357579002	Anastomosis of esophagus to intestinal segment (procedure)
86.91	Excision of skin for graft	1	0.000522	60709001	Excision of skin for graft (procedure)
42.22	Esophagoscopy through artificial stoma	1	0.000518	16029001	Esophagoscopy through artificial stoma (procedure)
42.11	Cervical esophagostomy	1	0.000518	60954008	Cervical esophagostomy (procedure)
21.83	Total nasal reconstruction	1	0.000514	172757004	Total reconstruction of nose (procedure)
20.79	Drainage of inner ear	1	0.000514	31489003	Drainage of inner ear (procedure)
79.86	Open reduction of dislocation of knee	1	0.00051	31951004	Open reduction of dislocation of knee (procedure)
78.06	Bone graft of patella	1	0.00051	32894008	Bone graft of patella (procedure)
49.03	Excision of perianal skin tags	1	0.000502	174332006	Excision of anal skin tag (procedure)
41.91	Aspiration of bone marrow from donor for transplant	1	0.000502	30438009	Aspiration of bone marrow from donor for transplant (procedure)
99.16	Injection of antidote	1	0.000502	67329000	Administration of antidote (procedure)
97.71	Removal of intrauterine contraceptive device	1	0.000502	68254000	Removal of intrauterine device (procedure)
98.17	Removal of intraluminal foreign body from vagina without incision	1	0.000498	84397009	Removal of intraluminal foreign body from vagina without incision (procedure)
80.33	Biopsy of joint structure of wrist	1	0.000498	91597009	Excisional biopsy of joint structure of wrist (procedure)
79.82	Open reduction of dislocation of elbow	1	0.000494	85397003	Open reduction of dislocation of elbow (procedure)
51.82	Pancreatic sphincterotomy	1	0.000485	448013009	Incision of pancreatic sphincter (procedure)
56.42	Total ureterectomy	1	0.000485	51607004	Total ureterectomy (procedure)
16.41	Enucleation of eyeball with synchronous implant into Tenon's capsule with attachment of muscles	1	0.000485	59590004	Excision of eye with implant and attachment of muscles (procedure)
94.02	Administration of psychologic test	1	0.000481	1999007	Psychologic test (procedure)
46.63	Fixation of large intestine to abdominal wall	1	0.000481	33649007	Fixation of large intestine to abdominal wall (procedure)
51.62	Excision of ampulla of Vater (with reimplantation of common duct)	1	0.000481	5745003	Excision ampulla of Vater with reimplantation of common duct (procedure)
41.43	Partial splenectomy	1	0.000481	67097003	Partial splenectomy (procedure)
16.23	Biopsy of eyeball and orbit	1	0.000477	59734008	Biopsy of eyeball and orbit (procedure)
75.1	Diagnostic amniocentesis	1	0.000473	265635006	Diagnostic amniocentesis (procedure)
31.72	Closure of external fistula of trachea	1	0.000469	6670003	Closure of external fistula of trachea (procedure)
49.42	Injection of hemorrhoids	1	0.000469	8422009	Destruction of hemorrhoids by sclerotherapy (procedure)
83.41	Excision of tendon for graft	1	0.000465	1181000	Excision of tendon for graft (procedure)
56.1	Ureteral meatotomy	1	0.000465	307283007	Ureteral meatotomy (procedure)
32.22	Lung volume reduction surgery	1	0.000465	429609002	Lung volume reduction surgery (procedure)
25.3	Complete glossectomy	1	0.000461	359703006	Total glossectomy (procedure)
37.63	Repair of heart assist system	1	0.000461	42767002	Repair of heart assist system (procedure)
49.22	Biopsy of perianal tissue	1	0.000461	45603003	Biopsy of perianal tissue (procedure)
35.51	Repair of atrial septal defect with prosthesis, open technique	1	0.000457	11748006	Repair of atrial septal defect with prosthesis by open heart technique (procedure)
77.72	Excision of humerus for graft	1	0.000457	21232007	Excision of humerus for graft (procedure)
77.73	Excision of radius and ulna for graft	1	0.000453	50155005	Excision of radius AND ulna for graft (procedure)
96.35	Gastric gavage	1	0.000453	50886001	Nasogastric intubation for enteral infusion of concentrated nutritional substances (procedure)
78.56	Internal fixation of patella without fracture reduction	1	0.000453	69505002	Internal fixation of patella without fracture reduction (procedure)
41.93	Excision of accessory spleen	1	0.000448	11973000	Accessory splenectomy (procedure)
52.51	Proximal pancreatectomy	1	0.000448	174702000	Proximal pancreatectomy (procedure)
78.97	Insertion of bone growth stimulator into tibia and fibula	1	0.000444	44114006	Insertion of bone growth stimulator into tibia and fibula (procedure)
58.41	Suture of laceration of urethra	1	0.000444	52512007	Suture of urethra (procedure)
77.07	Sequestrectomy of tibia and fibula	1	0.000444	56162006	Sequestrectomy of tibia and fibula (procedure)
55.12	Pyelostomy	1	0.00044	44267002	Insertion of drainage tube into kidney pelvis (procedure)
69.7	Insertion of intrauterine contraceptive device	1	0.00044	65200003	Insertion of intrauterine contraceptive device (procedure)
29.0	Pharyngotomy	1	0.00044	78315000	Pharyngotomy (procedure)
02.33	Ventricular shunt to thoracic cavity	1	0.00044	88851005	Cerebral ventricular to thoracic cavity shunt (procedure)
95.41	Audiometry	1	0.000436	21727005	Audiometric test (procedure)
38.92	Umbilical vein catheterization	1	0.000436	42550007	Catheterization of umbilical vein (procedure)
14.73	Mechanical vitrectomy by anterior approach	1	0.000436	43582002	Mechanical vitrectomy by anterior approach (procedure)
27.53	Closure of fistula of mouth	1	0.000436	69962007	Closure of fistula of mouth (procedure)
35.62	Repair of ventricular septal defect with tissue graft	1	0.000432	12445005	Repair of ventricular septal defect with tissue graft (procedure)
97.11	Replacement of cast on upper limb	1	0.000432	449341009	Replacement of cast of upper limb (procedure)
46.22	Continent ileostomy	1	0.000424	249210007	Creation of continent ileostomy (procedure)
16.31	Removal of ocular contents with synchronous implant into scleral shell	1	0.000424	29747000	Evisceration of ocular contents with implant into scleral shell (procedure)
64.44	Reconstruction of penis	1	0.000424	32559005	Reconstruction of penis (procedure)
89.42	Masters' two-step stress test	1	0.000424	45076008	Masters' stress test, two-step (procedure)
26.91	Probing of salivary duct	1	0.000424	58821005	Probing of salivary duct (procedure)
80.32	Biopsy of joint structure of elbow	1	0.000424	62225001	Arthrotomy of elbow with joint exploration and with biopsy (procedure)
80.27	Arthroscopy of ankle	1	0.000424	66339000	Arthroscopy of ankle (procedure)
25.4	Radical glossectomy	1	0.00042	234889007	Radical glossectomy (procedure)
61.41	Suture of laceration of scrotum and tunica vaginalis	1	0.00042	708626003	Suture of laceration of scrotum and tunica vaginalis (procedure)
51.94	Revision of anastomosis of biliary tract	1	0.000416	64492005	Revision of anastomosis of biliary tract (procedure)
99.48	Administration of measles-mumps-rubella vaccine	1	0.000411	38598009	Measles-mumps-rubella vaccination (procedure)
10.91	Subconjunctival injection	1	0.000411	74410004	Subconjunctival injection (procedure)
24.7	Application of orthodontic appliance	1	0.000411	709102008	Application of orthodontic appliance (procedure)
36.91	Repair of aneurysm of coronary vessel	1	0.000403	1871002	Repair of aneurysm of coronary artery (procedure)
87.52	Intravenous cholangiogram	1	0.000399	81618005	Intravenous cholangiogram (procedure)
49.47	Evacuation of thrombosed hemorrhoids	1	0.000399	91392002	Incision of thrombosed hemorrhoid (procedure)
39.66	Percutaneous cardiopulmonary bypass	1	0.000399	609236006	Percutaneous cardiopulmonary bypass support (procedure)
83.73	Reattachment of tendon	1	0.000391	33107001	Reattachment of tendon (procedure)
16.59	Evisceration of orbit NOS	1	0.000387	398328001	Orbitectomy (procedure)
79.52	Open reduction of separated epiphysis of radius and ulna	1	0.000387	51392005	Open reduction of separated epiphysis of radius AND ulna (procedure)
34.05	Creation of pleuroperitoneal shunt	1	0.000387	709112001	Creation of pleuroperitoneal shunt (procedure)
24.32	Suture of laceration of gum	1	0.000383	446288009	Suturing of laceration of gingiva (procedure)
57.82	Closure of cystostomy	1	0.000383	71550003	Closure of cystostomy (procedure)
95.02	Comprehensive eye examination	1	0.000383	78831002	Comprehensive eye examination (procedure)
82.41	Suture of tendon sheath of hand	1	0.000383	85201008	Suture of tendon sheath of hand (procedure)
64.93	Division of penile adhesions	1	0.000383	9788004	Lysis of penile adhesions (procedure)
40.50	Radical excision of lymph nodes, not otherwise specified	1	0.000379	27842006	Radical excision of lymph nodes (procedure)
12.21	Diagnostic aspiration of anterior chamber of eye	1	0.000379	40395007	Paracentesis of anterior chamber of eye with diagnostic aspiration of aqueous (procedure)
49.6	Excision of anus	1	0.000374	119894003	Anus excision (procedure)
35.95	Revision of corrective procedure on heart	1	0.000374	58665004	Revision of corrective procedure on heart (procedure)
84.19	Abdominopelvic amputation	1	0.00037	772044006	Amputation of entire lower limb and ipsilateral hemipelvis (procedure)
98.19	Removal of intraluminal foreign body from urethra without incision	1	0.00037	609112000	Removal of intraluminal foreign body from urethra without incision (procedure)
76.73	Closed reduction of maxillary fracture	1	0.000366	307288003	Closed reduction maxillary fracture (procedure)
86.82	Facial rhytidectomy	1	0.000366	77726006	Facial rhytidoplasty (procedure)
82.91	Lysis of adhesions of hand	1	0.000358	29211002	Lysis of adhesions of hand (procedure)
99.44	Vaccination against rabies	1	0.000358	34631000	Rabies vaccination (procedure)
78.54	Internal fixation of carpals and metacarpals without fracture reduction	1	0.000358	79759003	Internal fixation of carpals and metacarpals without fracture reduction (procedure)
57.11	Percutaneous aspiration of bladder	1	0.000358	699734007	Percutaneous aspiration of bladder (procedure)
09.81	Dacryocystorhinostomy [DCR]	1	0.000354	231629008	Dacryocystorhinostomy (procedure)
04.44	Release of tarsal tunnel	1	0.000354	73924003	Tarsal tunnel release (procedure)
63.2	Excision of cyst of epididymis	1	0.00035	176481007	Excision of cyst of epididymis (procedure)
29.51	Suture of laceration of pharynx	1	0.00035	46034007	Suture of laceration of pharynx (procedure)
75.7	Manual exploration of uterine cavity, postpartum	1	0.00035	49149002	Manual postpartum exploration of uterus (procedure)
76.65	Segmental osteoplasty [osteotomy] of maxilla	1	0.00035	59100004	Segmental osteoplasty of maxilla (procedure)
86.60	Free skin graft, not otherwise specified	1	0.00035	304040003	Grafting to skin (procedure)
85.86	Transposition of nipple	1	0.000346	172090008	Transposition of nipple (procedure)
14.11	Diagnostic aspiration of vitreous	1	0.000346	19875009	Diagnostic aspiration of vitreous (procedure)
67.0	Dilation of cervical canal	1	0.000346	87431004	Dilation of cervical canal (procedure)
77.40	Biopsy of bone, unspecified site	1	0.000341	13861005	Biopsy of bone (procedure)
41.1	Puncture of spleen	1	0.000341	287319003	Spleen puncture (procedure)
35.93	Creation of conduit between left ventricle and aorta	1	0.000341	49326008	Creation of conduit between left ventricle and aorta (procedure)
38.00	Incision of vessel, unspecified site	1	0.000341	7683005	Incision of blood vessel (procedure)
89.46	Artificial pacemaker artifact wave form check	1	0.000337	24395005	Check artificial pacemaker for waveform artifact (procedure)
84.03	Amputation through hand	1	0.000337	46028000	Amputation of hand (procedure)
93.21	Manual and mechanical traction	1	0.000337	59900003	Manual and mechanical traction (procedure)
44.02	Highly selective vagotomy	1	0.000337	61667000	Highly selective vagotomy (procedure)
89.07	Consultation, described as comprehensive	1	0.000337	84251009	Comprehensive consultation (procedure)
44.11	Transabdominal gastroscopy	1	0.000333	13852005	Transabdominal gastroscopy (procedure)
07.21	Excision of lesion of adrenal gland	1	0.000333	81731007	Excision of lesion of adrenal gland (procedure)
94.54	Referral for drug addiction rehabilitation	1	0.000333	4266003	Referral to drug addiction rehabilitation service (procedure)
81.25	Carporadial fusion	1	0.000329	359895004	Radiocarpal fusion (procedure)
85.93	Revision of implant of breast	1	0.000329	45125008	Revision of breast implant (procedure)
93.51	Application of plaster jacket	1	0.000325	180292008	Application of plaster cast to trunk (procedure)
85.85	Muscle flap graft to breast	1	0.000325	367451009	Muscle flap graft to breast (procedure)
92.13	Parathyroid scan	1	0.000325	372081004	Parathyroid imaging (procedure)
86.81	Repair for facial weakness	1	0.000325	39512002	Repair for facial weakness (procedure)
78.95	Insertion of bone growth stimulator into femur	1	0.000325	4285000	Insertion of bone growth stimulator into femur (procedure)
05.23	Lumbar sympathectomy	1	0.000325	72910005	Lumbar sympathectomy (procedure)
16.51	Exenteration of orbit with removal of adjacent structures	1	0.000325	86556000	Exenteration of orbit with removal of adjacent structures (procedure)
72.0	Low forceps operation	1	0.000321	18625004	Low forceps delivery (procedure)
77.43	Biopsy of radius and ulna	1	0.000317	112737000	Biopsy of radius AND ulna (procedure)
93.31	Assisted exercise in pool	1	0.000317	182623007	Assisted exercise in pool (regime/therapy)
38.37	Resection of abdominal veins with anastomosis	1	0.000313	22174005	Angiectomy with anastomosis of abdominal vein (procedure)
44.12	Gastroscopy through artificial stoma	1	0.000313	3063009	Gastroscopy through artificial stoma (procedure)
96.28	Manual reduction of enterostomy prolapse	1	0.000309	16463007	Manual reduction of prolapsed enterostomy (procedure)
14.71	Removal of vitreous, anterior approach	1	0.000309	297840009	Excision of vitreous opacity by anterior approach (procedure)
56.95	Ligation of ureter	1	0.000309	7556002	Ligation of ureter (procedure)
22.00	Aspiration and lavage of nasal sinus, not otherwise specified	1	0.000304	53496003	Irrigation of nasal sinus (procedure)
34.71	Suture of laceration of chest wall	1	0.0003	13123005	Suture of laceration of chest wall (procedure)
55.7	Nephropexy	1	0.0003	15067008	Nephropexy (procedure)
77.05	Sequestrectomy of femur	1	0.0003	45674005	Sequestrectomy of femur (procedure)
19.53	Type III tympanoplasty	1	0.0003	47409006	Tympanoplasty type III with graft against mobile and intact stapes (procedure)
67.2	Conization of cervix	1	0.0003	54535009	Cone biopsy of cervix (procedure)
82.03	Bursotomy of hand	1	0.0003	76680002	Bursotomy of hand (procedure)
16.21	Ophthalmoscopy	1	0.000296	53524009	Ophthalmoscopy (procedure)
96.02	Insertion of oropharyngeal airway	1	0.000296	7443007	Insertion of oropharyngeal airway (procedure)
22.31	Radical maxillary antrotomy	1	0.000296	897004	Radical maxillary antrotomy (procedure)
28.7	Control of hemorrhage after tonsillectomy and adenoidectomy	1	0.000292	10953000	Control of hemorrhage after tonsillectomy and adenoidectomy (procedure)
09.44	Intubation of nasolacrimal duct	1	0.000292	445775002	Intubation of nasolacrimal duct (procedure)
83.74	Reattachment of muscle	1	0.000292	7486007	Reattachment of muscle (procedure)
81.73	Total wrist replacement	1	0.000292	85476000	Total wrist replacement (procedure)
56.72	Revision of ureterointestinal anastomosis	1	0.000288	18995005	Revision of ureterointestinal anastomosis (procedure)
55.86	Anastomosis of kidney	1	0.000288	288007003	Renal anastomosis (procedure)
85.81	Suture of laceration of breast	1	0.000288	359896003	Suture of laceration of breast (procedure)
11.52	Repair of postoperative wound dehiscence of cornea	1	0.000288	359966009	Repair of postoperative wound dehiscence of cornea (procedure)
97.21	Replacement of nasal packing	1	0.000288	52331002	Replacement of nasal packing (procedure)
96.19	Rectal packing	1	0.000284	26599001	Insertion of pack into rectum (procedure)
04.80	Peripheral nerve injection, not otherwise specified	1	0.000284	54023001	Injection of peripheral nerve (procedure)
29.91	Dilation of pharynx	1	0.000284	66315005	Dilation of pharynx (procedure)
50.93	Localized perfusion of liver	1	0.00028	174489006	Localized perfusion of liver (procedure)
48.22	Proctosigmoidoscopy through artificial stoma	1	0.00028	44061005	Proctosigmoidoscopy through artificial stoma (procedure)
30.22	Vocal cordectomy	1	0.00028	47935000	Cordectomy of vocal cord (procedure)
76.41	Total mandibulectomy with synchronous reconstruction	1	0.00028	80496005	Total mandibulectomy with reconstruction (procedure)
46.80	Intra-abdominal manipulation of intestine, not otherwise specified	1	0.000276	87594008	Intra-abdominal manipulation of intestine (procedure)
56.62	Revision of ureterostomy stoma	1	0.000276	9938000	Repair AND revision of stoma of ureter (procedure)
69.96	Removal of cerclage material from cervix	1	0.000272	259863001	Removal of Shirodkar suture from cervix (procedure)
51.72	Choledochoplasty	1	0.000272	54987000	Repair of common bile duct (procedure)
82.95	Injection of therapeutic substance into tendon of hand	1	0.000267	36450005	Injection of therapeutic substance into tendon of hand (procedure)
08.87	Upper eyelid rhytidectomy	1	0.000267	38965009	Rhytidectomy of upper eyelid (procedure)
27.21	Biopsy of bony palate	1	0.000267	446798004	Biopsy of bony palate (procedure)
55.31	Marsupialization of kidney lesion	1	0.000267	447124007	Marsupialization of lesion of kidney (procedure)
35.53	Repair of ventricular septal defect with prosthesis, open technique	1	0.000267	89814007	Repair of ventricular septal defect with prosthesis (procedure)
79.73	Closed reduction of dislocation of wrist	1	0.000263	18553008	Closed reduction of dislocation of wrist (procedure)
08.70	Reconstruction of eyelid, not otherwise specified	1	0.000263	2242005	Reconstruction of eyelid (procedure)
98.29	Removal of foreign body without incision from lower limb, except foot	1	0.000263	371408002	Removal of foreign body of lower limb, except foot (procedure)
22.71	Closure of nasal sinus fistula	1	0.000263	41284009	Closure of nasal sinus fistula (procedure)
46.14	Delayed opening of colostomy	1	0.000263	62069000	Delayed opening colostomy (procedure)
95.13	Ultrasound study of eye	1	0.000259	19731001	Ultrasound study of eye (procedure)
07.3	Bilateral adrenalectomy	1	0.000259	302340005	Bilateral adrenalectomy (procedure)
38.39	Resection of lower limb veins with anastomosis	1	0.000259	87561005	Angiectomy with anastomosis of lower limb vein (procedure)
28.92	Excision of lesion of tonsil and adenoid	1	0.000259	708852007	Excision of lesion of tonsil and adenoid (procedure)
97.81	Removal of retroperitoneal drainage device	1	0.000255	16137007	Removal of tube from retroperitoneum (procedure)
68.13	Open biopsy of uterus	1	0.000255	34279004	Open biopsy of uterus (procedure)
76.01	Sequestrectomy of facial bone	1	0.000255	82080007	Sequestrectomy of facial bone (procedure)
58.44	Reanastomosis of urethra	1	0.000255	84335004	Anastomosis of urethra, end-to-end (procedure)
20.51	Excision of lesion of middle ear	1	0.000251	76263007	Excision of lesion of middle ear (procedure)
13.8	Removal of implanted lens	1	0.000251	88234006	Removal of implant of lens (procedure)
51.15	Pressure measurement of sphincter of Oddi	1	0.000247	20726006	Pressure measurement of sphincter of Oddi (procedure)
27.72	Excision of uvula	1	0.000247	30374004	Excision of uvula (procedure)
93.85	Vocational rehabilitation	1	0.000247	70082004	Vocational rehabilitation (regime/therapy)
79.18	Closed reduction of fracture of phalanges of foot with internal fixation	1	0.000243	23253008	Closed reduction of fracture of phalanges of foot with internal fixation (procedure)
99.56	Administration of tetanus antitoxin	1	0.000243	384707003	Administration of tetanus antitoxin (procedure)
77.25	Wedge osteotomy of femur	1	0.000239	448496009	Wedge osteotomy of femur (procedure)
79.42	Closed reduction of separated epiphysis of radius and ulna	1	0.000239	71849005	Closed reduction of separated epiphysis of radius AND ulna (procedure)
79.46	Closed reduction of separated epiphysis of tibia and fibula	1	0.000239	83081003	Closed reduction of separated epiphysis of tibia and fibula (procedure)
65.13	Laparoscopic biopsy of ovary	1	0.000235	177052007	Endoscopic biopsy of lesion of ovary (procedure)
23.6	Prosthetic dental implant	1	0.000235	287444007	Prosthetic dental implant (procedure)
84.04	Disarticulation of wrist	1	0.000235	287647007	Disarticulation at wrist (procedure)
36.10	Aortocoronary bypass for heart revascularization, not otherwise specified	1	0.000235	67166004	Aortocoronary artery bypass graft (procedure)
89.58	Plethysmogram	1	0.00023	20552003	Plethysmography (procedure)
79.83	Open reduction of dislocation of wrist	1	0.00023	45885009	Open reduction of dislocation of wrist (procedure)
84.08	Disarticulation of shoulder	1	0.000226	13995008	Amputation of arm through shoulder (procedure)
30.1	Hemilaryngectomy	1	0.000226	39309004	Hemilaryngectomy (procedure)
22.61	Excision of lesion of maxillary sinus with Caldwell-Luc approach	1	0.000226	42316002	Excision of lesion of maxillary sinus by Caldwell-Luc approach (procedure)
14.24	Destruction of chorioretinal lesion by laser photocoagulation	1	0.000226	49257005	Destruction of chorioretinal lesion by laser photocoagulation (procedure)
80.34	Biopsy of joint structure of hand and finger	1	0.000226	60948007	Excisional biopsy of joint structure of hand and finger (procedure)
83.99	Suture of bursa	1	0.000226	88626007	Suture of bursa (procedure)
81.57	Replacement of joint of foot and toe	1	0.000226	8932005	Replacement of joint of foot and toe (procedure)
87.38	Sinogram of chest wall	1	0.000222	168904002	Chest wall fistulography (procedure)
08.84	Repair of laceration involving lid margin, full-thickness	1	0.000222	361162007	Repair of eyelid laceration, full-thickness involving lid margin (procedure)
85.35	Bilateral subcutaneous mammectomy with synchronous implant	1	0.000222	60633004	Bilateral subcutaneous mammectomy with synchronous implant (procedure)
27.61	Suture of laceration of palate	1	0.000218	112850008	Suture of laceration of palate (procedure)
70.0	Culdocentesis	1	0.000218	176747002	Aspiration of pouch of Douglas (procedure)
28.3	Tonsillectomy with adenoidectomy	1	0.000218	28913000	Tonsillectomy and adenoidectomy (procedure)
97.35	Removal of dental prosthesis	1	0.000218	448434009	Removal of dental prosthesis (procedure)
81.27	Metacarpophalangeal fusion	1	0.000218	46504007	Arthrodesis of metacarpophalangeal joint (procedure)
46.50	Closure of intestinal stoma, not otherwise specified	1	0.000218	71309007	Closure of enterostomy (procedure)
93.66	Osteopathic manipulative treatment to move tissue fluids	1	0.000218	73997003	Osteopathic manipulation to move tissue fluids (procedure)
49.71	Suture of laceration of anus	1	0.000214	30940008	Suture of anus (procedure)
58.47	Urethral meatoplasty	1	0.000214	81977006	Repair of urethral meatus (procedure)
57.51	Excision of urachus	1	0.00021	177923007	Excision of urachus (procedure)
39.54	Re-entry operation (aorta)	1	0.00021	27303004	Re-entry operation of aorta (procedure)
71.4	Operations on clitoris	1	0.00021	50192005	Operation on clitoris (procedure)
76.62	Open osteoplasty [osteotomy] of mandibular ramus	1	0.00021	67661008	Open osteoplasty of mandibular ramus (procedure)
85.46	Bilateral radical mastectomy	1	0.00021	76468001	Bilateral radical mastectomy (procedure)
76.78	Closed reduction of orbital fracture	1	0.000206	11215007	Closed reduction of fracture of orbit, rim or wall (procedure)
77.76	Excision of patella for graft	1	0.000206	780904002	Harvest of bone graft from patella (procedure)
80.23	Arthroscopy of wrist	1	0.000206	258754001	Arthroscopy of wrist (procedure)
57.98	Removal of electronic bladder stimulator	1	0.000206	30497002	Removal of electronic urinary bladder stimulator (procedure)
99.82	Ultraviolet light therapy	1	0.000206	363695005	Ultraviolet light therapy (procedure)
